ID	DOMES	Date	B	L	Helips	Hnorm	ZTD	mZTD	GradN	GradE	mGradN	mGradE
WARN	14277M002	2020-07-08 16:30:00.0	54.16978	12.10142	50.799	12.66	2,415.4	1.2	-2.31	0.17	0.17	0.18
WARN	14277M002	2020-07-08 17:00:00.0	54.16978	12.10142	50.805	12.666	2,413.2	1.2	-1.46	-0.16	0.14	0.17
WARN	14277M002	2020-07-08 17:30:00.0	54.16978	12.10142	50.805	12.666	2,411.9	1.3	-1.46	0.16	0.16	0.21
WARN	14277M002	2020-07-08 18:00:00.0	54.16978	12.10142	50.803	12.664	2,409.5	1.4	-0.77	-0.23	0.17	0.19
WARN	14277M002	2020-07-08 18:30:00.0	54.16978	12.10142	50.803	12.664	2,407.8	1.4	-0.96	0.19	0.16	0.2
WAT1	12297M001	2020-07-08 08:30:00.0	52.25383	20.90383	151.653	120.306	2,424.1	1.2	-1.21	-0.55	0.15	0.17
WAT1	12297M001	2020-07-08 09:00:00.0	52.25383	20.90383	151.654	120.307	2,420.7	1.2	-2.1	0.71	0.17	0.17
WAT1	12297M001	2020-07-08 09:30:00.0	52.25383	20.90383	151.654	120.307	2,412.2	1.3	-2.38	0.99	0.18	0.18
WAT1	12297M001	2020-07-08 10:00:00.0	52.25383	20.90383	151.656	120.309	2,414	1	-1.8	0.43	0.14	0.17
WAT1	12297M001	2020-07-08 10:30:00.0	52.25383	20.90383	151.656	120.309	2,414.7	1.3	-1.42	0.38	0.18	0.23
WAT1	12297M001	2020-07-08 11:00:00.0	52.25383	20.90383	151.654	120.307	2,415.9	1.2	-2.55	0.03	0.23	0.14
WAT1	12297M001	2020-07-08 11:30:00.0	52.25383	20.90383	151.654	120.307	2,409.1	1.5	-1.69	0.27	0.27	0.23
WAT1	12297M001	2020-07-08 12:00:00.0	52.25383	20.90383	151.652	120.305	2,420.8	1.5	-0.58	0.08	0.22	0.21
WAT1	12297M001	2020-07-08 12:30:00.0	52.25383	20.90383	151.652	120.305	2,417.9	1.4	-2.32	-0.11	0.2	0.21
WAT1	12297M001	2020-07-08 13:00:00.0	52.25383	20.90383	151.656	120.309	2,417.8	1.3	-3.11	-0.03	0.17	0.19
WAT1	12297M001	2020-07-08 13:30:00.0	52.25383	20.90383	151.656	120.309	2,414.3	1.4	-2.58	-0.08	0.22	0.25
WAT1	12297M001	2020-07-08 14:00:00.0	52.25383	20.90383	151.653	120.306	2,409.4	1.4	-1.99	0.16	0.23	0.2
WAT1	12297M001	2020-07-08 14:30:00.0	52.25383	20.90383	151.653	120.306	2,407.9	1.6	-2.08	-0.34	0.26	0.24
WAT1	12297M001	2020-07-08 15:00:00.0	52.25383	20.90383	151.649	120.302	2,412.1	1.7	-1.99	-0.71	0.25	0.23
WAT1	12297M001	2020-07-08 15:30:00.0	52.25383	20.90383	151.649	120.302	2,413.3	2	-1.69	-0.86	0.3	0.26
WAT1	12297M001	2020-07-08 16:00:00.0	52.25383	20.90383	151.657	120.31	2,400.5	1.2	-0.58	0.04	0.18	0.18
WAT1	12297M001	2020-07-08 16:30:00.0	52.25383	20.90383	151.657	120.31	2,401.3	1.4	-0.75	-0.42	0.23	0.3
WAT1	12297M001	2020-07-08 17:00:00.0	52.25383	20.90383	151.653	120.306	2,401.5	1.1	-2.33	-0.49	0.16	0.19
WAT1	12297M001	2020-07-08 17:30:00.0	52.25383	20.90383	151.653	120.306	2,404.1	1.1	-1.76	0.03	0.17	0.18
WAT1	12297M001	2020-07-08 18:00:00.0	52.25383	20.90383	151.653	120.306	2,405.4	1.4	-1.3	-0.41	0.21	0.2
WAT1	12297M001	2020-07-08 18:30:00.0	52.25383	20.90383	151.653	120.306	2,412.4	1.4	-1.79	-0.48	0.22	0.22
WIEL	18968M001	2020-07-08 08:30:00.0	51.21936	18.57175	233.929	196.056	2,401.9	1.3	0.62	0.18	0.18	0.16
WIEL	18968M001	2020-07-08 09:00:00.0	51.21936	18.57175	233.924	196.051	2,407.9	1.8	-1.1	1.08	0.27	0.26
WIEL	18968M001	2020-07-08 09:30:00.0	51.21936	18.57175	233.924	196.051	2,404.9	1.8	-1.68	1.68	0.27	0.26
WIEL	18968M001	2020-07-08 10:00:00.0	51.21936	18.57175	233.919	196.046	2,414.8	1.4	-2.41	1.09	0.18	0.2
WIEL	18968M001	2020-07-08 10:30:00.0	51.21936	18.57175	233.919	196.046	2,411.8	1.6	-2.17	1.05	0.23	0.23
WIEL	18968M001	2020-07-08 11:00:00.0	51.21936	18.57175	233.919	196.046	2,420.3	1.5	0.06	0.69	0.24	0.17
WIEL	18968M001	2020-07-08 11:30:00.0	51.21936	18.57175	233.919	196.046	2,427.7	1.8	0.7	2.1	0.29	0.24
WIEL	18968M001	2020-07-08 12:00:00.0	51.21936	18.57175	233.924	196.051	2,425.2	1.6	-0.49	1.91	0.22	0.22
WIEL	18968M001	2020-07-08 12:30:00.0	51.21936	18.57175	233.924	196.051	2,423.3	1.4	-1.2	1.11	0.19	0.2
WIEL	18968M001	2020-07-08 13:00:00.0	51.21936	18.57175	233.926	196.053	2,426.6	1.4	-1.87	0.62	0.21	0.24
WIEL	18968M001	2020-07-08 13:30:00.0	51.21936	18.57175	233.926	196.053	2,433.8	1.8	-1.22	0.91	0.32	0.33
WIEL	18968M001	2020-07-08 14:00:00.0	51.21936	18.57175	233.926	196.053	2,428.1	1.6	-1.14	2.11	0.27	0.24
WIEL	18968M001	2020-07-08 14:30:00.0	51.21936	18.57175	233.926	196.053	2,428.9	1.8	-0.59	2.03	0.3	0.3
WIEL	18968M001	2020-07-08 15:00:00.0	51.21936	18.57175	233.928	196.055	2,429.4	1.4	-2.26	0.92	0.21	0.2
WIEL	18968M001	2020-07-08 15:30:00.0	51.21936	18.57175	233.928	196.055	2,419.6	1.4	-2.41	1.27	0.22	0.19
WIEL	18968M001	2020-07-08 16:00:00.0	51.21936	18.57175	233.928	196.055	2,420.9	1.4	-2.44	1.61	0.19	0.21
WIEL	18968M001	2020-07-08 16:30:00.0	51.21936	18.57175	233.928	196.055	2,424.3	1.6	-3.26	2.36	0.22	0.31
WIEL	18968M001	2020-07-08 17:00:00.0	51.21936	18.57175	233.933	196.06	2,421.5	1.4	-3.46	0.2	0.19	0.23
WIEL	18968M001	2020-07-08 17:30:00.0	51.21936	18.57175	233.933	196.06	2,421.3	1.4	-3.2	0.04	0.22	0.24
WIEL	18968M001	2020-07-08 18:00:00.0	51.21936	18.57175	233.931	196.058	2,416.9	1.3	-2.32	-0.5	0.18	0.17
WIEL	18968M001	2020-07-08 18:30:00.0	51.21936	18.57175	233.931	196.058	2,411.8	1.3	-2.08	-0.11	0.18	0.18
WLAD	12222M001	2020-07-08 08:30:00.0	54.79675	18.41875	34.753	5.873	2,415.1	1.2	-1.68	0.42	0.16	0.18
WLAD	12222M001	2020-07-08 09:00:00.0	54.79675	18.41875	34.761	5.881	2,409.8	1.1	-1.35	0.96	0.15	0.15
WLAD	12222M001	2020-07-08 09:30:00.0	54.79675	18.41875	34.761	5.881	2,404.9	1.2	-0.42	1.54	0.17	0.16
WLAD	12222M001	2020-07-08 10:00:00.0	54.79675	18.41875	34.765	5.885	2,413.8	1.2	-0.25	-0.16	0.18	0.19
WLAD	12222M001	2020-07-08 10:30:00.0	54.79675	18.41875	34.765	5.885	2,418.9	1.5	-0.54	0.18	0.19	0.22
WLAD	12222M001	2020-07-08 11:00:00.0	54.79675	18.41875	34.761	5.881	2,415.2	1.2	-0.71	0.1	0.22	0.14
WLAD	12222M001	2020-07-08 11:30:00.0	54.79675	18.41875	34.761	5.881	2,416.4	1.6	-0.84	0.36	0.27	0.24
WLAD	12222M001	2020-07-08 12:00:00.0	54.79675	18.41875	34.759	5.879	2,418.3	1.4	-1.07	0.19	0.19	0.2
WLAD	12222M001	2020-07-08 12:30:00.0	54.79675	18.41875	34.759	5.879	2,416.9	1.4	-0.36	-0.31	0.2	0.19
WLAD	12222M001	2020-07-08 13:00:00.0	54.79675	18.41875	34.758	5.878	2,414.6	1	-0.27	0.38	0.13	0.16
WLAD	12222M001	2020-07-08 13:30:00.0	54.79675	18.41875	34.758	5.878	2,411	1.2	-1.4	0.24	0.18	0.23
WLAD	12222M001	2020-07-08 14:00:00.0	54.79675	18.41875	34.757	5.877	2,417.3	1.1	-1.41	0.11	0.18	0.16
WLAD	12222M001	2020-07-08 14:30:00.0	54.79675	18.41875	34.757	5.877	2,411.6	1.3	-0.37	1.37	0.22	0.2
WLAD	12222M001	2020-07-08 15:00:00.0	54.79675	18.41875	34.756	5.876	2,406.4	1.3	-0.66	1.32	0.16	0.18
WLAD	12222M001	2020-07-08 15:30:00.0	54.79675	18.41875	34.756	5.876	2,403	1.3	-0.49	0.63	0.19	0.18
WLAD	12222M001	2020-07-08 16:00:00.0	54.79675	18.41875	34.762	5.882	2,398.9	1.3	-0.21	0.79	0.17	0.2
WLAD	12222M001	2020-07-08 16:30:00.0	54.79675	18.41875	34.762	5.882	2,398.1	1.6	-0.7	0.58	0.22	0.3
WLAD	12222M001	2020-07-08 17:00:00.0	54.79675	18.41875	34.758	5.878	2,400.2	1.4	-0.43	0.37	0.19	0.22
WLAD	12222M001	2020-07-08 17:30:00.0	54.79675	18.41875	34.758	5.878	2,402.7	1.4	-0.78	0.54	0.2	0.24
WLAD	12222M001	2020-07-08 18:00:00.0	54.79675	18.41875	34.759	5.879	2,403.8	1.1	-0.05	-0.11	0.16	0.16
WLAD	12222M001	2020-07-08 18:30:00.0	54.79675	18.41875	34.759	5.879	2,407.4	1.1	-0.28	0.01	0.15	0.17
WLDW	12299M001	2020-07-08 08:30:00.0	51.54528	23.55719	210.957	182.302	2,370.5	1.7	-0.96	-0.98	0.22	0.23
WLDW	12299M001	2020-07-08 09:00:00.0	51.54528	23.55719	210.956	182.301	2,382.4	1.5	-1.61	-0.51	0.16	0.21
WLDW	12299M001	2020-07-08 09:30:00.0	51.54528	23.55719	210.956	182.301	2,376.7	1.5	-1.24	-1.24	0.19	0.16
WLDW	12299M001	2020-07-08 10:00:00.0	51.54528	23.55719	210.958	182.303	2,392	1.4	0.03	-0.87	0.15	0.14
WLDW	12299M001	2020-07-08 10:30:00.0	51.54528	23.55719	210.958	182.303	2,397.2	1.7	-0.64	-0.16	0.24	0.21
WLDW	12299M001	2020-07-08 11:00:00.0	51.54528	23.55719	210.955	182.3	2,399.5	1.4	-0.62	-0.1	0.25	0.15
WLDW	12299M001	2020-07-08 11:30:00.0	51.54528	23.55719	210.955	182.3	2,403.3	1.7	0.03	0.17	0.3	0.21
WLDW	12299M001	2020-07-08 12:00:00.0	51.54528	23.55719	210.959	182.304	2,401.5	1.5	0.5	-0.37	0.2	0.2
WLDW	12299M001	2020-07-08 12:30:00.0	51.54528	23.55719	210.959	182.304	2,402.8	1.4	0.39	-0.99	0.17	0.2
WLDW	12299M001	2020-07-08 13:00:00.0	51.54528	23.55719	210.955	182.3	2,415.5	1.3	-0.24	-0.55	0.19	0.14
WLDW	12299M001	2020-07-08 13:30:00.0	51.54528	23.55719	210.955	182.3	2,414.4	1.4	-0.48	0.29	0.22	0.18
WLDW	12299M001	2020-07-08 14:00:00.0	51.54528	23.55719	210.958	182.303	2,408.4	1.3	0.41	-0.14	0.21	0.17
WLDW	12299M001	2020-07-08 14:30:00.0	51.54528	23.55719	210.958	182.303	2,413.5	1.6	0.32	-0.55	0.26	0.21
WLDW	12299M001	2020-07-08 15:00:00.0	51.54528	23.55719	210.956	182.301	2,411.4	1.5	-0.81	-0.25	0.19	0.15
WLDW	12299M001	2020-07-08 15:30:00.0	51.54528	23.55719	210.956	182.301	2,412	1.5	-1.28	-0.41	0.16	0.17
WLDW	12299M001	2020-07-08 16:00:00.0	51.54528	23.55719	210.952	182.297	2,398.6	1.3	-1.33	-0.44	0.16	0.18
WLDW	12299M001	2020-07-08 16:30:00.0	51.54528	23.55719	210.952	182.297	2,397.3	1.4	-1.7	-0.28	0.17	0.29
WLDW	12299M001	2020-07-08 17:00:00.0	51.54528	23.55719	210.95	182.295	2,406.9	1.2	-2.2	-0.36	0.17	0.19
WLDW	12299M001	2020-07-08 17:30:00.0	51.54528	23.55719	210.95	182.295	2,405.5	1.2	-1.78	-0.12	0.14	0.2
WLDW	12299M001	2020-07-08 18:00:00.0	51.54528	23.55719	210.959	182.304	2,406.4	1.3	-2.83	0.06	0.17	0.17
WLDW	12299M001	2020-07-08 18:30:00.0	51.54528	23.55719	210.959	182.304	2,403.2	1.3	-3.09	-0.32	0.18	0.16
WLOC	18999M001	2020-07-08 08:30:00.0	52.65872	19.06694	107.56	76.668	2,406.4	1.2	-1.99	0.19	0.15	0.16
WLOC	18999M001	2020-07-08 09:00:00.0	52.65872	19.06694	107.564	76.672	2,404.7	1.3	-2.01	0.08	0.2	0.19
WLOC	18999M001	2020-07-08 09:30:00.0	52.65872	19.06694	107.564	76.672	2,406.6	1.6	-1.7	-0.25	0.26	0.24
WLOC	18999M001	2020-07-08 10:00:00.0	52.65872	19.06694	107.561	76.669	2,411.4	1.1	-1.41	0.29	0.15	0.17
WLOC	18999M001	2020-07-08 10:30:00.0	52.65872	19.06694	107.561	76.669	2,410.9	1.1	-1.54	0.19	0.17	0.16
WLOC	18999M001	2020-07-08 11:00:00.0	52.65872	19.06694	107.549	76.657	2,411.9	1.2	-0.95	-0.5	0.22	0.14
WLOC	18999M001	2020-07-08 11:30:00.0	52.65872	19.06694	107.549	76.657	2,413.9	1.5	-1.18	0.3	0.27	0.2
WLOC	18999M001	2020-07-08 12:00:00.0	52.65872	19.06694	107.553	76.661	2,406.9	1.5	-2.29	0.4	0.22	0.2
WLOC	18999M001	2020-07-08 12:30:00.0	52.65872	19.06694	107.553	76.661	2,409.1	1.4	-1.91	0.7	0.2	0.2
WLOC	18999M001	2020-07-08 13:00:00.0	52.65872	19.06694	107.557	76.665	2,409.4	1.2	-1.67	0.03	0.16	0.17
WLOC	18999M001	2020-07-08 13:30:00.0	52.65872	19.06694	107.557	76.665	2,409.4	1.4	-1.72	0.37	0.19	0.23
WLOC	18999M001	2020-07-08 14:00:00.0	52.65872	19.06694	107.555	76.663	2,407.5	1.2	-1.93	0.16	0.19	0.19
WLOC	18999M001	2020-07-08 14:30:00.0	52.65872	19.06694	107.555	76.663	2,406.9	1.5	-1.49	-0.34	0.25	0.23
WLOC	18999M001	2020-07-08 15:00:00.0	52.65872	19.06694	107.558	76.666	2,408.2	1	-1.63	-0.08	0.11	0.11
WLOC	18999M001	2020-07-08 15:30:00.0	52.65872	19.06694	107.558	76.666	2,406.5	1	-1.3	0.08	0.12	0.12
WLOC	18999M001	2020-07-08 16:00:00.0	52.65872	19.06694	107.562	76.67	2,402.5	1	-1.48	-0.06	0.12	0.14
WLOC	18999M001	2020-07-08 16:30:00.0	52.65872	19.06694	107.562	76.67	2,405	1.2	-1.39	0.04	0.16	0.2
WLOC	18999M001	2020-07-08 17:00:00.0	52.65872	19.06694	107.566	76.674	2,401.1	1	-1.74	0.35	0.14	0.15
WLOC	18999M001	2020-07-08 17:30:00.0	52.65872	19.06694	107.566	76.674	2,402.7	1	-2.28	-0.09	0.13	0.15
WLOC	18999M001	2020-07-08 18:00:00.0	52.65872	19.06694	107.565	76.673	2,405.7	1.1	-1.76	-0.34	0.17	0.16
WLOC	18999M001	2020-07-08 18:30:00.0	52.65872	19.06694	107.565	76.673	2,403.6	1.1	-1.47	-0.35	0.16	0.16
WLOS	NDNT-WLOS	2020-07-08 08:30:00.0	50.84944	19.97483	294.43	257.079	2,382	1	-0.02	0.68	0.11	0.11
WLOS	NDNT-WLOS	2020-07-08 09:00:00.0	50.84944	19.97483	294.429	257.078	2,391.4	1	-0.32	0.18	0.11	0.12
WLOS	NDNT-WLOS	2020-07-08 09:30:00.0	50.84944	19.97483	294.429	257.078	2,390.1	1.1	-1.1	-0.2	0.15	0.12
WLOS	NDNT-WLOS	2020-07-08 10:00:00.0	50.84944	19.97483	294.43	257.079	2,393.1	1.1	-0.48	-0.36	0.11	0.12
WLOS	NDNT-WLOS	2020-07-08 10:30:00.0	50.84944	19.97483	294.43	257.079	2,392.1	1.2	-1.4	0.09	0.15	0.13
WLOS	NDNT-WLOS	2020-07-08 11:00:00.0	50.84944	19.97483	294.438	257.087	2,390.7	1	-0.64	-0.49	0.18	0.11
WLOS	NDNT-WLOS	2020-07-08 11:30:00.0	50.84944	19.97483	294.438	257.087	2,390.2	1.3	0.78	-1.05	0.22	0.16
WLOS	NDNT-WLOS	2020-07-08 12:00:00.0	50.84944	19.97483	294.433	257.082	2,396	1.2	-0.91	-0.91	0.17	0.14
WLOS	NDNT-WLOS	2020-07-08 12:30:00.0	50.84944	19.97483	294.433	257.082	2,400.2	1.1	-1.03	-0.19	0.13	0.15
WLOS	NDNT-WLOS	2020-07-08 13:00:00.0	50.84944	19.97483	294.437	257.086	2,404.2	1	-1.56	0.26	0.12	0.11
WLOS	NDNT-WLOS	2020-07-08 13:30:00.0	50.84944	19.97483	294.437	257.086	2,402.2	1.1	-1.36	-0.36	0.14	0.18
WLOS	NDNT-WLOS	2020-07-08 14:00:00.0	50.84944	19.97483	294.435	257.084	2,404.2	1.2	-1.59	-0.2	0.17	0.16
WLOS	NDNT-WLOS	2020-07-08 14:30:00.0	50.84944	19.97483	294.435	257.084	2,399.4	1.4	-1.32	-0.37	0.23	0.2
WLOS	NDNT-WLOS	2020-07-08 15:00:00.0	50.84944	19.97483	294.43	257.079	2,405.9	1.1	-1.62	-0.29	0.13	0.12
WLOS	NDNT-WLOS	2020-07-08 15:30:00.0	50.84944	19.97483	294.43	257.079	2,409.3	1.1	-1.64	-0.13	0.12	0.12
WLOS	NDNT-WLOS	2020-07-08 16:00:00.0	50.84944	19.97483	294.43	257.079	2,410	1	-1.68	-0.33	0.11	0.11
WLOS	NDNT-WLOS	2020-07-08 16:30:00.0	50.84944	19.97483	294.43	257.079	2,403.4	1.1	-1.56	0.2	0.13	0.17
WLOS	NDNT-WLOS	2020-07-08 17:00:00.0	50.84944	19.97483	294.426	257.075	2,413.4	0.9	-0.63	0.84	0.12	0.13
WLOS	NDNT-WLOS	2020-07-08 17:30:00.0	50.84944	19.97483	294.426	257.075	2,411.2	0.9	-1.07	-0.33	0.1	0.13
WLOS	NDNT-WLOS	2020-07-08 18:00:00.0	50.84944	19.97483	294.425	257.074	2,416	1	-1.83	-0.21	0.12	0.12
WLOS	NDNT-WLOS	2020-07-08 18:30:00.0	50.84944	19.97483	294.425	257.074	2,418.7	1	-1.61	0.22	0.12	0.11
WOD1	18998M001	2020-07-08 08:30:00.0	50.00017	18.45844	298.989	256.738	2,395.2	1.2	-0.29	-0.44	0.15	0.16
WOD1	18998M001	2020-07-08 09:00:00.0	50.00017	18.45844	298.988	256.737	2,396.6	1.5	0.19	0.64	0.18	0.2
WOD1	18998M001	2020-07-08 09:30:00.0	50.00017	18.45844	298.988	256.737	2,389.4	1.5	-0.16	-0.28	0.19	0.2
WOD1	18998M001	2020-07-08 10:00:00.0	50.00017	18.45844	298.993	256.742	2,394.7	1.4	-0.61	-0.77	0.16	0.19
WOD1	18998M001	2020-07-08 10:30:00.0	50.00017	18.45844	298.993	256.742	2,398	1.6	-0.06	-0.2	0.23	0.21
WOD1	18998M001	2020-07-08 11:00:00.0	50.00017	18.45844	298.995	256.744	2,400.3	1.5	-0.55	-1.09	0.25	0.17
WOD1	18998M001	2020-07-08 11:30:00.0	50.00017	18.45844	298.995	256.744	2,399.2	2	0.31	-0.72	0.32	0.25
WOD1	18998M001	2020-07-08 12:00:00.0	50.00017	18.45844	298.998	256.747	2,401.3	1.5	-1.81	0.12	0.22	0.18
WOD1	18998M001	2020-07-08 12:30:00.0	50.00017	18.45844	298.998	256.747	2,395.3	1.4	-2.03	-0.9	0.17	0.19
WOD1	18998M001	2020-07-08 13:00:00.0	50.00017	18.45844	299	256.749	2,407	1.2	-1.94	-0.31	0.16	0.15
WOD1	18998M001	2020-07-08 13:30:00.0	50.00017	18.45844	299	256.749	2,414.5	1.5	-1.38	-0.64	0.21	0.23
WOD1	18998M001	2020-07-08 14:00:00.0	50.00017	18.45844	298.993	256.742	2,422.6	1.7	-0.83	-0.23	0.27	0.28
WOD1	18998M001	2020-07-08 14:30:00.0	50.00017	18.45844	298.993	256.742	2,419.5	2.1	-0.58	-0.41	0.35	0.33
WOD1	18998M001	2020-07-08 15:00:00.0	50.00017	18.45844	298.988	256.737	2,432.4	1.5	-0.83	-0.78	0.21	0.2
WOD1	18998M001	2020-07-08 15:30:00.0	50.00017	18.45844	298.988	256.737	2,427.4	1.5	-0.71	-0.64	0.17	0.19
WOD1	18998M001	2020-07-08 16:00:00.0	50.00017	18.45844	298.988	256.737	2,428	1.2	-0.97	-0.93	0.14	0.17
WOD1	18998M001	2020-07-08 16:30:00.0	50.00017	18.45844	298.988	256.737	2,428.7	1.4	-1.03	-1.28	0.17	0.26
WOD1	18998M001	2020-07-08 17:00:00.0	50.00017	18.45844	298.982	256.731	2,436.1	1.3	-1.44	-0.36	0.17	0.19
WOD1	18998M001	2020-07-08 17:30:00.0	50.00017	18.45844	298.982	256.731	2,436.5	1.3	-0.69	-0.2	0.16	0.2
WOD1	18998M001	2020-07-08 18:00:00.0	50.00017	18.45844	298.989	256.738	2,442.6	1.3	-1.44	-0.22	0.17	0.17
WOD1	18998M001	2020-07-08 18:30:00.0	50.00017	18.45844	298.989	256.738	2,440.2	1.4	-1.7	-0.54	0.19	0.18
WRKI	18997M001	2020-07-08 08:30:00.0	52.70556	16.37108	95.271	60.761	2,410.3	1.2	-1.23	0.84	0.13	0.16
WRKI	18997M001	2020-07-08 09:00:00.0	52.70556	16.37108	95.266	60.756	2,413.9	1.2	-2.4	0.51	0.16	0.16
WRKI	18997M001	2020-07-08 09:30:00.0	52.70556	16.37108	95.266	60.756	2,411.7	1.2	-2.87	0.45	0.17	0.16
WRKI	18997M001	2020-07-08 10:00:00.0	52.70556	16.37108	95.267	60.757	2,419.1	1	-0.94	-0.67	0.14	0.16
WRKI	18997M001	2020-07-08 10:30:00.0	52.70556	16.37108	95.267	60.757	2,429	1.4	-1.06	-0.47	0.21	0.19
WRKI	18997M001	2020-07-08 11:00:00.0	52.70556	16.37108	95.264	60.754	2,427.4	1.2	-0.4	-0.64	0.22	0.13
WRKI	18997M001	2020-07-08 11:30:00.0	52.70556	16.37108	95.264	60.754	2,432.3	1.6	-0.05	-0.79	0.28	0.23
WRKI	18997M001	2020-07-08 12:00:00.0	52.70556	16.37108	95.266	60.756	2,418.4	1.4	-1.17	-0.22	0.2	0.19
WRKI	18997M001	2020-07-08 12:30:00.0	52.70556	16.37108	95.266	60.756	2,413.3	1.4	-1.02	-0.23	0.21	0.21
WRKI	18997M001	2020-07-08 13:00:00.0	52.70556	16.37108	95.262	60.752	2,417.7	1.2	-2.21	-1.28	0.15	0.18
WRKI	18997M001	2020-07-08 13:30:00.0	52.70556	16.37108	95.262	60.752	2,420	1.4	-2.34	-0.49	0.23	0.25
WRKI	18997M001	2020-07-08 14:00:00.0	52.70556	16.37108	95.261	60.751	2,419.6	1.2	-1.79	-0.83	0.19	0.18
WRKI	18997M001	2020-07-08 14:30:00.0	52.70556	16.37108	95.261	60.751	2,417.8	1.4	-1.63	-0.64	0.23	0.22
WRKI	18997M001	2020-07-08 15:00:00.0	52.70556	16.37108	95.265	60.755	2,424.5	1.4	-1.2	0.22	0.21	0.21
WRKI	18997M001	2020-07-08 15:30:00.0	52.70556	16.37108	95.265	60.755	2,428.1	1.5	-2.13	0.15	0.23	0.22
WRKI	18997M001	2020-07-08 16:00:00.0	52.70556	16.37108	95.272	60.762	2,428.8	1.2	-0.71	1	0.16	0.17
WRKI	18997M001	2020-07-08 16:30:00.0	52.70556	16.37108	95.272	60.762	2,425.7	1.3	-0.92	1.37	0.19	0.24
WRKI	18997M001	2020-07-08 17:00:00.0	52.70556	16.37108	95.276	60.766	2,424	1.3	-0.6	0.35	0.19	0.23
WRKI	18997M001	2020-07-08 17:30:00.0	52.70556	16.37108	95.276	60.766	2,417.1	1.4	-1.18	-0.06	0.19	0.27
WRKI	18997M001	2020-07-08 18:00:00.0	52.70556	16.37108	95.278	60.768	2,417.4	1.2	-1.43	-0.01	0.18	0.18
WRKI	18997M001	2020-07-08 18:30:00.0	52.70556	16.37108	95.278	60.768	2,413.2	1.2	-1.34	-0.49	0.16	0.18
WROC	12217M001	2020-07-08 08:30:00.0	51.11325	17.06206	180.816	140.54	2,419.3	1.3	-0.78	0.43	0.13	0.16
WROC	12217M001	2020-07-08 09:00:00.0	51.11325	17.06206	180.814	140.538	2,425.6	1.5	-1.45	-1.05	0.17	0.19
WROC	12217M001	2020-07-08 09:30:00.0	51.11325	17.06206	180.814	140.538	2,425.2	1.5	-1.52	-0.63	0.18	0.19
WROC	12217M001	2020-07-08 10:00:00.0	51.11325	17.06206	180.811	140.535	2,433.4	1.4	-1.21	-0.41	0.15	0.18
WROC	12217M001	2020-07-08 10:30:00.0	51.11325	17.06206	180.811	140.535	2,435	1.6	-1.43	-0.58	0.19	0.19
WROC	12217M001	2020-07-08 11:00:00.0	51.11325	17.06206	180.811	140.535	2,439.8	1.4	-2.13	-0.78	0.24	0.15
WROC	12217M001	2020-07-08 11:30:00.0	51.11325	17.06206	180.811	140.535	2,439	1.8	-2.82	-0.3	0.31	0.23
WROC	12217M001	2020-07-08 12:00:00.0	51.11325	17.06206	180.814	140.538	2,440.8	1.5	-1.91	-0.42	0.22	0.2
WROC	12217M001	2020-07-08 12:30:00.0	51.11325	17.06206	180.814	140.538	2,441.8	1.4	-2.32	-0.25	0.18	0.22
WROC	12217M001	2020-07-08 13:00:00.0	51.11325	17.06206	180.813	140.537	2,444.5	1.3	-2.07	-0.22	0.15	0.17
WROC	12217M001	2020-07-08 13:30:00.0	51.11325	17.06206	180.813	140.537	2,443.9	1.5	-2.08	-0.21	0.19	0.24
WROC	12217M001	2020-07-08 14:00:00.0	51.11325	17.06206	180.81	140.534	2,448.1	1.4	-1.65	0.54	0.2	0.2
WROC	12217M001	2020-07-08 14:30:00.0	51.11325	17.06206	180.81	140.534	2,449.5	1.6	-1.58	0.18	0.24	0.23
WROC	12217M001	2020-07-08 15:00:00.0	51.11325	17.06206	180.816	140.54	2,454.1	1.4	-1.93	-0.35	0.16	0.15
WROC	12217M001	2020-07-08 15:30:00.0	51.11325	17.06206	180.816	140.54	2,444.7	1.3	-2.73	0.49	0.14	0.16
WROC	12217M001	2020-07-08 16:00:00.0	51.11325	17.06206	180.817	140.541	2,442.1	1.3	-2.55	1.02	0.16	0.16
WROC	12217M001	2020-07-08 16:30:00.0	51.11325	17.06206	180.817	140.541	2,438.8	1.5	-2.3	0.93	0.21	0.21
WROC	12217M001	2020-07-08 17:00:00.0	51.11325	17.06206	180.811	140.535	2,438.7	1.2	-2.33	0.75	0.16	0.17
WROC	12217M001	2020-07-08 17:30:00.0	51.11325	17.06206	180.811	140.535	2,435.6	1.2	-2.3	-0.22	0.14	0.18
WROC	12217M001	2020-07-08 18:00:00.0	51.11325	17.06206	180.814	140.538	2,435.3	1.3	-1.99	0.43	0.15	0.17
WROC	12217M001	2020-07-08 18:30:00.0	51.11325	17.06206	180.814	140.538	2,433.9	1.3	-1.38	0.82	0.16	0.17
WROE	MUSE-WROE	2020-07-08 08:30:00.0	51.11325	17.06206	180.726	140.45	2,419.2	1.3	-0.93	0.43	0.13	0.16
WROE	MUSE-WROE	2020-07-08 09:00:00.0	51.11325	17.06206	180.722	140.446	2,426.2	1.5	-0.89	-0.21	0.17	0.19
WROE	MUSE-WROE	2020-07-08 09:30:00.0	51.11325	17.06206	180.722	140.446	2,428.4	1.5	-0.9	-0.16	0.18	0.19
