ID	DOMES	Date	B	L	Helips	Hnorm	ZTD	mZTD	GradN	GradE	mGradN	mGradE
SOKL	12292M001	2020-07-08 08:00:00.0	53.40856	23.49575	222.216	194.345	2,371.6	1.2	-1.23	0	0.18	0.18
STA3	NDNT-STAS	2020-07-08 03:30:00.0	50.56283	21.18192	257.51	221.159	2,363.2	0.9	0.46	-0.1	0.11	0.11
STA3	NDNT-STAS	2020-07-08 04:00:00.0	50.56283	21.18192	257.516	221.165	2,367.1	0.9	0.25	-0.16	0.11	0.12
STA3	NDNT-STAS	2020-07-08 04:30:00.0	50.56283	21.18192	257.516	221.165	2,368.1	1.1	-0.49	0.07	0.13	0.2
STA3	NDNT-STAS	2020-07-08 05:00:00.0	50.56283	21.18192	257.518	221.167	2,371	1	-0.72	-0.42	0.14	0.16
STA3	NDNT-STAS	2020-07-08 05:30:00.0	50.56283	21.18192	257.518	221.167	2,370.5	1.2	-1.08	-1.1	0.18	0.17
STA3	NDNT-STAS	2020-07-08 06:00:00.0	50.56283	21.18192	257.516	221.165	2,377.9	1.1	-0.88	-1.21	0.14	0.12
STA3	NDNT-STAS	2020-07-08 06:30:00.0	50.56283	21.18192	257.516	221.165	2,374.8	1.1	0.29	-2.38	0.13	0.14
STA3	NDNT-STAS	2020-07-08 07:00:00.0	50.56283	21.18192	257.518	221.167	2,388.1	0.9	-0.04	-1.25	0.11	0.1
STA3	NDNT-STAS	2020-07-08 07:30:00.0	50.56283	21.18192	257.518	221.167	2,395.1	1.1	-1.32	-0.18	0.16	0.13
STA3	NDNT-STAS	2020-07-08 08:00:00.0	50.56283	21.18192	257.515	221.164	2,392.2	1.2	-1.14	1.34	0.17	0.15
STAL	NDNT-STAL	2020-07-08 03:30:00.0	50.56822	22.04811	210.534	175.484	2,377.3	0.9	-0.55	-0.35	0.1	0.09
STAL	NDNT-STAL	2020-07-08 04:00:00.0	50.56822	22.04811	210.537	175.487	2,377.7	0.9	-0.03	-0.31	0.09	0.1
STAL	NDNT-STAL	2020-07-08 04:30:00.0	50.56822	22.04811	210.537	175.487	2,371.2	1	-0.94	-0.87	0.12	0.19
STAL	NDNT-STAL	2020-07-08 05:00:00.0	50.56822	22.04811	210.522	175.472	2,383.5	1	-0.28	-0.52	0.12	0.13
STAL	NDNT-STAL	2020-07-08 05:30:00.0	50.56822	22.04811	210.522	175.472	2,382	1.1	-0.4	-0.66	0.15	0.14
STAL	NDNT-STAL	2020-07-08 06:00:00.0	50.56822	22.04811	210.516	175.466	2,388.2	1.3	0.55	0.23	0.18	0.17
STAL	NDNT-STAL	2020-07-08 06:30:00.0	50.56822	22.04811	210.516	175.466	2,384.2	1.3	-0.06	0.15	0.17	0.17
STAL	NDNT-STAL	2020-07-08 07:00:00.0	50.56822	22.04811	210.525	175.475	2,387.5	0.9	0.45	-0.09	0.09	0.08
STAL	NDNT-STAL	2020-07-08 07:30:00.0	50.56822	22.04811	210.525	175.475	2,386.3	1	-0.07	-0.09	0.14	0.11
STAL	NDNT-STAL	2020-07-08 08:00:00.0	50.56822	22.04811	210.529	175.479	2,389.2	1.2	-0.64	-1.4	0.17	0.16
STRG	18994M001	2020-07-08 03:30:00.0	53.96631	18.53	136.269	106.861	2,406.2	1	-0.68	-0.15	0.12	0.13
STRG	18994M001	2020-07-08 04:00:00.0	53.96631	18.53	136.27	106.862	2,408.3	1	-1.2	0.21	0.12	0.13
STRG	18994M001	2020-07-08 04:30:00.0	53.96631	18.53	136.27	106.862	2,399.9	1.2	-1.27	0.43	0.15	0.21
STRG	18994M001	2020-07-08 05:00:00.0	53.96631	18.53	136.271	106.863	2,396.9	1	-1.25	0.66	0.13	0.16
STRG	18994M001	2020-07-08 05:30:00.0	53.96631	18.53	136.271	106.863	2,396.2	1.2	-1.13	0.02	0.17	0.16
STRG	18994M001	2020-07-08 06:00:00.0	53.96631	18.53	136.269	106.861	2,397.2	1.1	-0.78	-0.42	0.15	0.14
STRG	18994M001	2020-07-08 06:30:00.0	53.96631	18.53	136.269	106.861	2,397.2	1.1	-1.23	0.25	0.14	0.15
STRG	18994M001	2020-07-08 07:00:00.0	53.96631	18.53	136.266	106.858	2,397.2	1	-1.06	0.48	0.14	0.12
STRG	18994M001	2020-07-08 07:30:00.0	53.96631	18.53	136.266	106.858	2,395.6	1.1	-0.73	0.95	0.16	0.18
STRG	18994M001	2020-07-08 08:00:00.0	53.96631	18.53	136.273	106.865	2,390.2	1.1	-0.3	-0.22	0.16	0.17
STRW	NDNT-STRW	2020-07-08 03:30:00.0	49.86972	21.78831	286.86	251.109	2,360.4	1	-0.62	-0.67	0.12	0.12
STRW	NDNT-STRW	2020-07-08 04:00:00.0	49.86972	21.78831	286.868	251.117	2,358.3	1.2	-0.45	-0.63	0.15	0.17
STRW	NDNT-STRW	2020-07-08 04:30:00.0	49.86972	21.78831	286.868	251.117	2,361	1.4	0.03	-0.61	0.17	0.27
STRW	NDNT-STRW	2020-07-08 05:00:00.0	49.86972	21.78831	286.871	251.12	2,356.8	1.4	-0.33	0.3	0.19	0.22
STRW	NDNT-STRW	2020-07-08 05:30:00.0	49.86972	21.78831	286.871	251.12	2,355.5	1.7	-0.1	-0.1	0.24	0.24
STRW	NDNT-STRW	2020-07-08 06:00:00.0	49.86972	21.78831	286.873	251.122	2,365	1.2	-0.95	-0.6	0.17	0.14
STRW	NDNT-STRW	2020-07-08 06:30:00.0	49.86972	21.78831	286.873	251.122	2,367.8	1.3	-0.98	0	0.16	0.17
STRW	NDNT-STRW	2020-07-08 07:00:00.0	49.86972	21.78831	286.868	251.117	2,367.3	1	-0.57	0.49	0.12	0.11
STRW	NDNT-STRW	2020-07-08 07:30:00.0	49.86972	21.78831	286.868	251.117	2,366.2	1.3	-0.99	0.71	0.18	0.19
STRW	NDNT-STRW	2020-07-08 08:00:00.0	49.86972	21.78831	286.868	251.117	2,368.7	1.2	1.66	-0.67	0.17	0.17
SULD	10113M001	2020-07-08 03:30:00.0	56.84175	9.74217	120.73	81.951	2,357.5	1.1	-1.66	-1.34	0.12	0.15
SULD	10113M001	2020-07-08 04:00:00.0	56.84175	9.74217	120.728	81.949	2,355.3	1.2	-0.78	-1.39	0.14	0.14
SULD	10113M001	2020-07-08 04:30:00.0	56.84175	9.74217	120.728	81.949	2,357.1	1.4	-1.13	-1.27	0.16	0.21
SULD	10113M001	2020-07-08 05:00:00.0	56.84175	9.74217	120.736	81.957	2,359.1	1.2	-1.35	-0.58	0.15	0.21
SULD	10113M001	2020-07-08 05:30:00.0	56.84175	9.74217	120.736	81.957	2,355.7	1.4	-0.76	0.37	0.19	0.26
SULD	10113M001	2020-07-08 06:00:00.0	56.84175	9.74217	120.745	81.966	2,355.8	1.4	-0.6	-0.21	0.15	0.2
SULD	10113M001	2020-07-08 06:30:00.0	56.84175	9.74217	120.745	81.966	2,360.1	1.4	-0.62	-0.17	0.15	0.21
SULD	10113M001	2020-07-08 07:00:00.0	56.84175	9.74217	120.746	81.967	2,360.6	1.4	-0.23	-0.13	0.18	0.18
SULD	10113M001	2020-07-08 07:30:00.0	56.84175	9.74217	120.746	81.967	2,363.9	1.4	-0.24	-0.4	0.18	0.17
SULD	10113M001	2020-07-08 08:00:00.0	56.84175	9.74217	120.744	81.965	2,358.7	1.4	-0.17	0.18	0.18	0.18
SWIB	12293M001	2020-07-08 03:30:00.0	52.24792	15.53631	132.003	93.694	2,424.8	1	-0.78	-0.39	0.13	0.12
SWIB	12293M001	2020-07-08 04:00:00.0	52.24792	15.53631	132.001	93.692	2,426.3	1.1	-0.67	-0.77	0.15	0.16
SWIB	12293M001	2020-07-08 04:30:00.0	52.24792	15.53631	132.001	93.692	2,424.8	1.3	-0.83	-0.38	0.17	0.26
SWIB	12293M001	2020-07-08 05:00:00.0	52.24792	15.53631	132.005	93.696	2,418.9	1.2	-1.79	-0.03	0.16	0.19
SWIB	12293M001	2020-07-08 05:30:00.0	52.24792	15.53631	132.005	93.696	2,418.3	1.4	-2.45	0.07	0.21	0.23
SWIB	12293M001	2020-07-08 06:00:00.0	52.24792	15.53631	132.008	93.699	2,414.9	1.3	-1.63	-0.77	0.17	0.18
SWIB	12293M001	2020-07-08 06:30:00.0	52.24792	15.53631	132.008	93.699	2,420.5	1.3	-1.37	-0.56	0.17	0.19
SWIB	12293M001	2020-07-08 07:00:00.0	52.24792	15.53631	131.999	93.69	2,422.4	1.1	-1.41	-0.02	0.14	0.14
SWIB	12293M001	2020-07-08 07:30:00.0	52.24792	15.53631	131.999	93.69	2,425.5	1.2	-1.28	-0.48	0.19	0.16
SWIB	12293M001	2020-07-08 08:00:00.0	52.24792	15.53631	132	93.691	2,424.9	1.2	-1.03	0.06	0.17	0.17
SWKI	12228M001	2020-07-08 03:30:00.0	54.09861	22.92822	215.924	188.529	2,358.9	1	-0.36	0.02	0.11	0.14
SWKI	12228M001	2020-07-08 04:00:00.0	54.09861	22.92822	215.926	188.531	2,360.7	1	0.09	-0.46	0.12	0.14
SWKI	12228M001	2020-07-08 04:30:00.0	54.09861	22.92822	215.926	188.531	2,363.3	1.3	-0.48	-0.51	0.16	0.23
SWKI	12228M001	2020-07-08 05:00:00.0	54.09861	22.92822	215.93	188.535	2,360.6	0.9	-0.62	-0.76	0.12	0.14
SWKI	12228M001	2020-07-08 05:30:00.0	54.09861	22.92822	215.93	188.535	2,365.1	1.1	0.6	-1.54	0.15	0.14
SWKI	12228M001	2020-07-08 06:00:00.0	54.09861	22.92822	215.931	188.536	2,366.1	1.2	-0.13	-0.39	0.17	0.15
SWKI	12228M001	2020-07-08 06:30:00.0	54.09861	22.92822	215.931	188.536	2,363.5	1.2	-0.48	-0.68	0.16	0.16
SWKI	12228M001	2020-07-08 07:00:00.0	54.09861	22.92822	215.923	188.528	2,371.8	1.2	-0.27	0.42	0.19	0.16
SWKI	12228M001	2020-07-08 08:00:00.0	54.09861	22.92822	215.93	188.535	2,370.8	1.9	-0.55	0.31	0.25	0.24
SZE2	12294M001	2020-07-08 03:30:00.0	53.70019	16.70139	193.745	160.995	2,389.2	0.9	-1.07	-0.36	0.12	0.13
SZE2	12294M001	2020-07-08 04:00:00.0	53.70019	16.70139	193.743	160.993	2,382.3	1.1	-1.24	0.22	0.14	0.15
SZE2	12294M001	2020-07-08 04:30:00.0	53.70019	16.70139	193.743	160.993	2,380.8	1.2	-0.92	-0.13	0.15	0.22
SZE2	12294M001	2020-07-08 05:00:00.0	53.70019	16.70139	193.742	160.992	2,374.3	1.1	-0.73	0.2	0.15	0.18
SZE2	12294M001	2020-07-08 05:30:00.0	53.70019	16.70139	193.742	160.992	2,372.8	1.3	-0.64	-0.28	0.2	0.22
SZE2	12294M001	2020-07-08 06:00:00.0	53.70019	16.70139	193.74	160.99	2,372.1	1.2	-1.03	-0.08	0.17	0.16
SZE2	12294M001	2020-07-08 06:30:00.0	53.70019	16.70139	193.74	160.99	2,368.5	1.3	-0.69	0.94	0.2	0.19
SZE2	12294M001	2020-07-08 07:00:00.0	53.70019	16.70139	193.739	160.989	2,368.8	1.1	-0.8	0.42	0.15	0.13
SZE2	12294M001	2020-07-08 07:30:00.0	53.70019	16.70139	193.739	160.989	2,366.1	1.2	-0.82	0.13	0.15	0.16
SZE2	12294M001	2020-07-08 08:00:00.0	53.70019	16.70139	193.735	160.985	2,366.5	1.2	-1.06	0.13	0.17	0.17
TABG	12295M001	2020-07-08 03:30:00.0	50.57097	21.67119	214.736	179.199	2,371.3	1.1	-0.55	-1.1	0.15	0.16
TABG	12295M001	2020-07-08 04:00:00.0	50.57097	21.67119	214.739	179.202	2,374.2	1	-0.55	-0.63	0.12	0.13
TABG	12295M001	2020-07-08 04:30:00.0	50.57097	21.67119	214.739	179.202	2,375.9	1.2	-0.23	-0.38	0.15	0.23
TABG	12295M001	2020-07-08 05:00:00.0	50.57097	21.67119	214.735	179.198	2,378.5	1.1	-0.31	-0.18	0.16	0.18
TABG	12295M001	2020-07-08 05:30:00.0	50.57097	21.67119	214.735	179.198	2,380.1	1.3	0.13	-0.28	0.21	0.21
TABG	12295M001	2020-07-08 06:00:00.0	50.57097	21.67119	214.731	179.194	2,381.1	1.3	-0.72	-0.07	0.18	0.17
TABG	12295M001	2020-07-08 06:30:00.0	50.57097	21.67119	214.731	179.194	2,379.5	1.3	-0.4	-0.16	0.16	0.17
TABG	12295M001	2020-07-08 07:00:00.0	50.57097	21.67119	214.737	179.2	2,385.9	1	-0.16	-0.89	0.12	0.1
TABG	12295M001	2020-07-08 07:30:00.0	50.57097	21.67119	214.737	179.2	2,393	1.1	-0.3	-1.24	0.18	0.15
TABG	12295M001	2020-07-08 08:00:00.0	50.57097	21.67119	214.736	179.199	2,398.8	1.2	-0.49	-0.96	0.17	0.17
TAR1	12296M002	2020-07-08 03:30:00.0	50.45164	18.85814	352.072	311.361	2,364.1	1.2	0.22	-0.96	0.16	0.14
TAR1	12296M002	2020-07-08 04:00:00.0	50.45164	18.85814	352.074	311.363	2,363.3	1	-0.44	-0.36	0.14	0.15
TAR1	12296M002	2020-07-08 04:30:00.0	50.45164	18.85814	352.074	311.363	2,359.7	1.2	-0.43	-0.67	0.15	0.25
TAR1	12296M002	2020-07-08 05:00:00.0	50.45164	18.85814	352.071	311.36	2,361.6	1.2	-0.78	-0.94	0.17	0.21
TAR1	12296M002	2020-07-08 05:30:00.0	50.45164	18.85814	352.071	311.36	2,360.7	1.4	-0.89	-0.59	0.23	0.26
TAR1	12296M002	2020-07-08 06:00:00.0	50.45164	18.85814	352.071	311.36	2,362.1	1.3	-1.39	-1.15	0.19	0.2
TAR1	12296M002	2020-07-08 06:30:00.0	50.45164	18.85814	352.071	311.36	2,365.8	1.3	-1.35	-0.97	0.17	0.19
TAR1	12296M002	2020-07-08 07:00:00.0	50.45164	18.85814	352.073	311.362	2,368.6	1.2	-0.64	0.03	0.15	0.15
TAR1	12296M002	2020-07-08 07:30:00.0	50.45164	18.85814	352.073	311.362	2,368.1	1.3	-1.09	-0.08	0.2	0.18
TAR1	12296M002	2020-07-08 08:00:00.0	50.45164	18.85814	352.074	311.363	2,373.4	1.3	-1.11	-0.12	0.18	0.19
TORU	12202M001	2020-07-08 03:30:00.0	53.01839	18.63494	118.387	88.527	2,423.9	0.8	-0.45	-0.41	0.09	0.11
TORU	12202M001	2020-07-08 04:00:00.0	53.01839	18.63494	118.387	88.527	2,423.8	0.9	-1.63	-0.52	0.1	0.11
TORU	12202M001	2020-07-08 04:30:00.0	53.01839	18.63494	118.387	88.527	2,416.9	1	-1.35	-0.05	0.11	0.17
TORU	12202M001	2020-07-08 05:00:00.0	53.01839	18.63494	118.388	88.528	2,406.1	1	-0.85	0.24	0.13	0.14
TORU	12202M001	2020-07-08 05:30:00.0	53.01839	18.63494	118.388	88.528	2,411.9	1.1	-0.32	-0.47	0.16	0.15
TORU	12202M001	2020-07-08 06:00:00.0	53.01839	18.63494	118.383	88.523	2,410.1	1	-1.52	0.87	0.13	0.12
TORU	12202M001	2020-07-08 06:30:00.0	53.01839	18.63494	118.383	88.523	2,410.6	1	-1.03	1.03	0.13	0.13
TORU	12202M001	2020-07-08 07:00:00.0	53.01839	18.63494	118.377	88.517	2,411.8	0.9	-0.47	1.08	0.12	0.11
TORU	12202M001	2020-07-08 07:30:00.0	53.01839	18.63494	118.377	88.517	2,408.6	1	-0.58	0.48	0.15	0.14
TORU	12202M001	2020-07-08 08:00:00.0	53.01839	18.63494	118.376	88.516	2,404.1	1.2	-0.89	0.1	0.17	0.17
TRNW	12230M001	2020-07-08 03:30:00.0	50.01608	20.98414	277.069	239.844	2,360.8	0.9	-0.52	-0.73	0.12	0.13
TRNW	12230M001	2020-07-08 04:00:00.0	50.01608	20.98414	277.069	239.844	2,361.3	1	0.01	-0.21	0.12	0.14
TRNW	12230M001	2020-07-08 04:30:00.0	50.01608	20.98414	277.069	239.844	2,360.7	1.1	0.25	-0.2	0.14	0.22
TRNW	12230M001	2020-07-08 05:00:00.0	50.01608	20.98414	277.069	239.844	2,364.4	1.1	-0.48	-0.21	0.14	0.16
TRNW	12230M001	2020-07-08 05:30:00.0	50.01608	20.98414	277.069	239.844	2,363.9	1.3	-0.94	-0.75	0.19	0.17
TRNW	12230M001	2020-07-08 06:00:00.0	50.01608	20.98414	277.069	239.844	2,368.7	1.2	-1.13	-0.1	0.17	0.14
TRNW	12230M001	2020-07-08 06:30:00.0	50.01608	20.98414	277.069	239.844	2,367.9	1.2	-0.59	-0.04	0.16	0.16
TRNW	12230M001	2020-07-08 07:00:00.0	50.01608	20.98414	277.077	239.852	2,376.8	1	0.27	-0.71	0.12	0.11
TRNW	12230M001	2020-07-08 07:30:00.0	50.01608	20.98414	277.077	239.852	2,380.1	1.4	0.54	-0.34	0.23	0.19
TRNW	12230M001	2020-07-08 08:00:00.0	50.01608	20.98414	277.078	239.853	2,383.3	1.3	0.21	-0.3	0.2	0.18
TRZ1	NDNT-TRZE	2020-07-08 03:30:00.0	50.16033	19.46908	373.72	332.791	2,351.4	1.1	-0.76	-0.72	0.14	0.14
TRZ1	NDNT-TRZE	2020-07-08 04:00:00.0	50.16033	19.46908	373.72	332.791	2,352.7	0.9	-0.27	-0.47	0.12	0.12
TRZ1	NDNT-TRZE	2020-07-08 04:30:00.0	50.16033	19.46908	373.72	332.791	2,351.6	1	-0.22	0.13	0.13	0.2
TRZ1	NDNT-TRZE	2020-07-08 05:00:00.0	50.16033	19.46908	373.721	332.792	2,357.4	1.1	-1.28	-0.15	0.15	0.17
TRZ1	NDNT-TRZE	2020-07-08 05:30:00.0	50.16033	19.46908	373.721	332.792	2,356.7	1.3	-0.88	0.38	0.19	0.17
TRZ1	NDNT-TRZE	2020-07-08 06:00:00.0	50.16033	19.46908	373.728	332.799	2,358.3	1.2	-0.72	-0.11	0.18	0.15
TRZ1	NDNT-TRZE	2020-07-08 06:30:00.0	50.16033	19.46908	373.728	332.799	2,356.8	1.2	-1.1	0.2	0.17	0.17
TRZ1	NDNT-TRZE	2020-07-08 07:00:00.0	50.16033	19.46908	373.73	332.801	2,358.8	1.1	-0.36	0.11	0.12	0.11
TRZ1	NDNT-TRZE	2020-07-08 07:30:00.0	50.16033	19.46908	373.73	332.801	2,362.8	1.2	-0.29	-0.31	0.18	0.14
TRZ1	NDNT-TRZE	2020-07-08 08:00:00.0	50.16033	19.46908	373.732	332.803	2,360	1.3	0.2	-0.35	0.18	0.16
TUBO	11503M001	2020-07-08 06:00:00.0	49.20589	16.59283	324.573	279.831	2,379.3	1.4	-0.73	-0.22	0.2	0.16
TUBO	11503M001	2020-07-08 06:30:00.0	49.20589	16.59283	324.573	279.831	2,376.8	1.4	-0.34	-0.11	0.18	0.19
TUBO	11503M001	2020-07-08 08:00:00.0	49.20589	16.59283	324.574	279.832	2,393.8	1.7	-0.38	-0.88	0.22	0.21
USDL	12229M001	2020-07-08 03:30:00.0	49.43292	22.58578	529.742	494.136	2,280.9	1.2	-0.78	-1.42	0.15	0.15
USDL	12229M001	2020-07-08 04:00:00.0	49.43292	22.58578	529.746	494.14	2,275.2	1	-0.79	-0.32	0.12	0.13
USDL	12229M001	2020-07-08 04:30:00.0	49.43292	22.58578	529.746	494.14	2,281.7	1.2	-0.64	-0.86	0.14	0.23
USDL	12229M001	2020-07-08 05:00:00.0	49.43292	22.58578	529.743	494.137	2,284.4	1.2	-0.82	0.03	0.15	0.17
USDL	12229M001	2020-07-08 05:30:00.0	49.43292	22.58578	529.743	494.137	2,285.9	1.4	-0.95	0.13	0.21	0.2
USDL	12229M001	2020-07-08 06:00:00.0	49.43292	22.58578	529.739	494.133	2,292.1	1.3	-1.5	-0.84	0.18	0.15
USDL	12229M001	2020-07-08 06:30:00.0	49.43292	22.58578	529.739	494.133	2,286.5	1.3	-0.83	-0.25	0.17	0.17
USDL	12229M001	2020-07-08 07:00:00.0	49.43292	22.58578	529.741	494.135	2,296.7	1.2	-0.04	-1.46	0.17	0.16
USDL	12229M001	2020-07-08 08:00:00.0	49.43292	22.58578	529.739	494.133	2,290.3	1.6	-0.6	-0.87	0.23	0.22
VLNS	10801M001	2020-07-08 03:30:00.0	54.65314	25.29867	240.902	215.935	2,337.9	0.9	-0.19	0.25	0.1	0.14
VLNS	10801M001	2020-07-08 04:00:00.0	54.65314	25.29867	240.902	215.935	2,332.2	1	-0.18	-0.1	0.1	0.13
VLNS	10801M001	2020-07-08 04:30:00.0	54.65314	25.29867	240.902	215.935	2,331.6	1.2	-0.5	-1.33	0.15	0.2
VLNS	10801M001	2020-07-08 05:00:00.0	54.65314	25.29867	240.902	215.935	2,341.1	1.1	-0.34	-1.18	0.13	0.15
VLNS	10801M001	2020-07-08 05:30:00.0	54.65314	25.29867	240.902	215.935	2,339.5	1.3	-0.33	-0.65	0.15	0.14
VLNS	10801M001	2020-07-08 06:00:00.0	54.65314	25.29867	240.905	215.938	2,338.9	1.1	-0.78	-0.38	0.14	0.13
VLNS	10801M001	2020-07-08 06:30:00.0	54.65314	25.29867	240.905	215.938	2,338.5	1.1	-1.21	0.08	0.14	0.13
VLNS	10801M001	2020-07-08 07:00:00.0	54.65314	25.29867	240.898	215.931	2,341.9	1.1	-0.48	0	0.13	0.11
VLNS	10801M001	2020-07-08 07:30:00.0	54.65314	25.29867	240.898	215.931	2,347.5	1.1	-0.9	0.17	0.13	0.13
VLNS	10801M001	2020-07-08 08:00:00.0	54.65314	25.29867	240.906	215.939	2,339	1.2	-0.81	-0.3	0.16	0.16
WADO	NDNT-WADO	2020-07-08 03:30:00.0	49.88408	19.48592	329.982	288.468	2,360.7	1.4	-1.07	0	0.2	0.23
WADO	NDNT-WADO	2020-07-08 04:00:00.0	49.88408	19.48592	329.976	288.462	2,368.2	1.1	0.25	-0.37	0.17	0.2
WADO	NDNT-WADO	2020-07-08 04:30:00.0	49.88408	19.48592	329.976	288.462	2,376.8	1.3	0.65	-0.1	0.18	0.31
WADO	NDNT-WADO	2020-07-08 05:00:00.0	49.88408	19.48592	329.967	288.453	2,372.2	1.2	-0.64	0.4	0.18	0.22
WADO	NDNT-WADO	2020-07-08 05:30:00.0	49.88408	19.48592	329.967	288.453	2,374.7	1.4	-0.39	0.11	0.22	0.24
WADO	NDNT-WADO	2020-07-08 06:00:00.0	49.88408	19.48592	329.96	288.446	2,370.8	1.3	0.84	-1.85	0.2	0.18
WADO	NDNT-WADO	2020-07-08 06:30:00.0	49.88408	19.48592	329.96	288.446	2,375.2	1.3	0.44	-1.08	0.19	0.19
WADO	NDNT-WADO	2020-07-08 07:00:00.0	49.88408	19.48592	329.968	288.454	2,376.8	1.3	0.54	-0.48	0.21	0.15
WADO	NDNT-WADO	2020-07-08 07:30:00.0	49.88408	19.48592	329.968	288.454	2,374.4	1.5	0.75	-0.11	0.25	0.2
WADO	NDNT-WADO	2020-07-08 08:00:00.0	49.88408	19.48592	329.967	288.453	2,381.3	1.4	0.76	0.89	0.2	0.2
WARN	14277M002	2020-07-08 03:30:00.0	54.16978	12.10142	50.812	12.673	2,412.9	1	-0.93	-0.66	0.1	0.13
WARN	14277M002	2020-07-08 04:00:00.0	54.16978	12.10142	50.811	12.672	2,410.3	1.1	-1.04	0.1	0.13	0.13
WARN	14277M002	2020-07-08 04:30:00.0	54.16978	12.10142	50.811	12.672	2,407.5	1.3	-1	0.02	0.16	0.21
WARN	14277M002	2020-07-08 05:00:00.0	54.16978	12.10142	50.815	12.676	2,402.2	1.1	-0.32	-0.08	0.13	0.16
WARN	14277M002	2020-07-08 05:30:00.0	54.16978	12.10142	50.815	12.676	2,403.3	1.3	-0.69	0.38	0.18	0.19
WARN	14277M002	2020-07-08 06:00:00.0	54.16978	12.10142	50.814	12.675	2,400.4	1.3	-0.45	-0.34	0.15	0.17
WARN	14277M002	2020-07-08 06:30:00.0	54.16978	12.10142	50.814	12.675	2,404.3	1.3	-0.45	-0.06	0.15	0.19
WARN	14277M002	2020-07-08 07:00:00.0	54.16978	12.10142	50.816	12.677	2,404.6	1.3	-0.47	-0.07	0.15	0.15
WARN	14277M002	2020-07-08 07:30:00.0	54.16978	12.10142	50.816	12.677	2,403.2	1.4	-0.28	-0.47	0.16	0.17
WARN	14277M002	2020-07-08 08:00:00.0	54.16978	12.10142	50.809	12.67	2,399.9	1.3	0.17	0.09	0.17	0.17
WAT1	12297M001	2020-07-08 03:30:00.0	52.25383	20.90383	151.651	120.304	2,394.8	1.2	-0.6	-0.62	0.18	0.17
WAT1	12297M001	2020-07-08 04:00:00.0	52.25383	20.90383	151.651	120.304	2,401	1	-0.65	-1.08	0.14	0.15
WAT1	12297M001	2020-07-08 04:30:00.0	52.25383	20.90383	151.651	120.304	2,403	1.3	-0.49	-0.7	0.18	0.25
WAT1	12297M001	2020-07-08 05:00:00.0	52.25383	20.90383	151.65	120.303	2,404.5	1	-0.8	-0.33	0.14	0.16
WAT1	12297M001	2020-07-08 05:30:00.0	52.25383	20.90383	151.65	120.303	2,407	1.2	-1.01	-0.11	0.18	0.16
WAT1	12297M001	2020-07-08 06:00:00.0	52.25383	20.90383	151.652	120.305	2,410.2	1.2	-1.81	-0.43	0.18	0.15
WAT1	12297M001	2020-07-08 06:30:00.0	52.25383	20.90383	151.652	120.305	2,416.2	1.3	-2.39	-0.02	0.2	0.18
WAT1	12297M001	2020-07-08 07:00:00.0	52.25383	20.90383	151.656	120.309	2,418.8	1	-1.72	-0.36	0.15	0.12
WAT1	12297M001	2020-07-08 07:30:00.0	52.25383	20.90383	151.656	120.309	2,420.2	1.2	-1.12	-0.83	0.16	0.17
WAT1	12297M001	2020-07-08 08:00:00.0	52.25383	20.90383	151.653	120.306	2,422.3	1.2	-1.23	-0.16	0.17	0.17
WIEL	18968M001	2020-07-08 03:30:00.0	51.21936	18.57175	233.929	196.056	2,389.9	1.4	-0.51	0.26	0.22	0.26
WIEL	18968M001	2020-07-08 04:00:00.0	51.21936	18.57175	233.928	196.055	2,396.8	1.1	0.22	-0.26	0.16	0.18
WIEL	18968M001	2020-07-08 04:30:00.0	51.21936	18.57175	233.928	196.055	2,396.6	1.3	-0.32	-0.24	0.18	0.29
WIEL	18968M001	2020-07-08 05:00:00.0	51.21936	18.57175	233.93	196.057	2,393.2	1.4	-0.85	0.98	0.23	0.28
WIEL	18968M001	2020-07-08 05:30:00.0	51.21936	18.57175	233.93	196.057	2,393.5	1.7	-1.42	0.12	0.27	0.31
WIEL	18968M001	2020-07-08 06:00:00.0	51.21936	18.57175	233.929	196.056	2,399.2	1.2	-0.68	-0.55	0.18	0.16
WIEL	18968M001	2020-07-08 06:30:00.0	51.21936	18.57175	233.929	196.056	2,405.1	1.3	-0.58	-0.43	0.2	0.2
WIEL	18968M001	2020-07-08 07:00:00.0	51.21936	18.57175	233.931	196.058	2,402.3	1.3	-0.44	-0.09	0.19	0.15
WIEL	18968M001	2020-07-08 07:30:00.0	51.21936	18.57175	233.931	196.058	2,404.3	1.3	-0.45	-0.16	0.2	0.16
WIEL	18968M001	2020-07-08 08:00:00.0	51.21936	18.57175	233.929	196.056	2,404.3	1.3	-0.12	0.72	0.18	0.17
WLAD	12222M001	2020-07-08 03:30:00.0	54.79675	18.41875	34.76	5.88	2,431.5	1.1	-0.7	-0.21	0.14	0.15
WLAD	12222M001	2020-07-08 04:00:00.0	54.79675	18.41875	34.756	5.876	2,429	1.1	-1.11	-0.03	0.15	0.15
WLAD	12222M001	2020-07-08 04:30:00.0	54.79675	18.41875	34.756	5.876	2,418.7	1.3	-1.62	0.36	0.16	0.25
WLAD	12222M001	2020-07-08 05:00:00.0	54.79675	18.41875	34.758	5.878	2,416.1	1	-0.79	0.37	0.15	0.18
WLAD	12222M001	2020-07-08 05:30:00.0	54.79675	18.41875	34.758	5.878	2,421	1.2	-0.31	-0.24	0.2	0.22
